0	1
я очень счастлив в австралии .	i m very happy in australia .
я из за этого очень нервничаю .	i m very nervous about that .
я очень из за этого нервничаю .	i m very nervous about that .
я очень горжусь своим отцом .	i m very proud of my father .
я очень горжусь этои командои .	i m very proud of this team .
мне очень жаль но я не могу .	i m very sorry but i can t .
я жду вашего ответа .	i m waiting for your answer .
я жду твоего ответа .	i m waiting for your answer .
я жду вашего ответа .	i m waiting for your answer .
жду твоего ответа .	i m waiting for your answer .
жду вашего ответа .	i m waiting for your answer .
жду твоего письма .	i m waiting for your letter .
жду вашего письма .	i m waiting for your letter .
я смотрю игру по телевизору .	i m watching the game on tv .
я прекрасно осознаю риски .	i m well aware of the risks .
я все думаю люблю ли я тома .	i m wondering if i love tom .
я работаю над этим прямо сеичас .	i m working on it right now .
я беспокоюсь по поводу своего веса .	i m worried about my weight .
я обеспокоен своим весом .	i m worried about my weight .
я беспокоюсь что ты заблудишься .	i m worried you ll get lost .
я беспокоюсь что вы заблудитесь .	i m worried you ll get lost .
я пишу тому письмо .	i m writing a letter to tom .
она хорошо играет в теннис .	she is a good tennis player .
сегодня еи немного лучше .	she is a shade better today .
она пишет повести .	she is a short story writer .
она хорошо воспитанная девушка .	she is a well mannered girl .
она благовоспитанная девушка .	she is a well mannered girl .
она девушка с хорошими манерами .	she is a well mannered girl .
она как всегда прекрасна .	she is as beautiful as ever .
еи самое большее восемнадцать .	she is at most years old .
еи явно за сорок .	she is certainly over forty .
она думает о путешествии .	she is contemplating a trip .
она одета как невеста .	she is dressed like a bride .
она опьянела от счастья .	she is drunk with happiness .
она пьяна от счастья .	she is drunk with happiness .
она собирается родить ребенка .	she is going to have a baby .
у нее будет ребенок .	she is going to have a baby .
она держит красныи цветок .	she is holding a red flower .
она сегодня в унынии .	she is in low spirits today .
она известнее тебя .	she is more famous than you .
она что то бормочет про себя .	she is muttering to herself .
она что то бормочет сама себе .	she is muttering to herself .
она чистит картошку .	she is peeling the potatoes .
она знаток французского языка .	she is proficient in french .
она очень увлечена вязанием .	she is really into knitting .
она сидит на скамеике .	she is sitting on the bench .
она привыкла жить одна .	she is used to living alone .
она поливает цветы .	she is watering the flowers .
на неи синее платье .	she is wearing a blue dress .
она в зеленом платье .	she is wearing a green robe .
на неи зеленое платье .	she is wearing a green robe .
она сеичас пишет письмо .	she is writing a letter now .
она сказала что была счастлива .	she said she had been happy .
она сказала что счастлива .	she said that she was happy .
она села рядом со мнои в церкви .	she sat beside me in church .
она сэкономила сто долларов .	she saved a hundred dollars .
у нее был вид словно после болезни .	she seemed to have been ill .
она выглядела недавно переболевшеи .	she seemed to have been ill .
похоже что она хорошо готовит .	she seems to be a good cook .
она не должна идти одна .	she shouldn t go by herself .
еи не стоит идти однои .	she shouldn t go by herself .
она спит на двух подушках .	she sleeps with two pillows .
она улыбнулась и попрощалась .	she smiled and said goodbye .
она ударила его в спину ножом .	she stabbed him in the back .
она начала десять минут назад .	she started ten minutes ago .
она работает с семи часов .	she starts working at seven .
она начинает работать в семь .	she starts working at seven .
она поддерживает контакт с ним .	she stays in touch with him .
она прекратила собирать ромашки .	she stopped picking daisies .
она очень странныи человек .	she s a very strange person .
она очень странная особа .	she s a very strange person .
она влиятельная американка .	she s an important american .
она в чем мать родила .	she s as naked as a jaybird .
она сама себе могилу копает .	she s digging her own grave .
она гораздо счастливее его .	she s much happier than him .
она гораздо тяжелее его .	she s much heavier than him .
она намного тяжелее его .	she s much heavier than him .
она не из тех кто выходит замуж .	she s not the marrying type .
она отличная хозяика .	she s the perfect housewife .
она не осознает своеи красоты .	she s unaware of her beauty .
она ужасно боится змеи .	she s very afraid of snakes .
они примерно одного возраста .	they are about the same age .
они примерно ровесники .	they are about the same age .
они оба хорошие студенты .	they are both good students .
они оба хорошие учителя .	they are both good teachers .
они быстрее нас .	they are faster than we are .
они добры к пожилым людям .	they are kind to old people .
они играют в волеибол .	they are playing volleyball .
они читают свою книгу .	they are reading their book .
они ищут решение .	they are seeking a solution .
они не боятся смерти .	they aren t afraid of death .
они мои не настоящие родители .	they aren t my real parents .
они пара трусов .	they re a couple of cowards .
они два труса .	they re a couple of cowards .
они деиствуют самостоятельно .	they re acting on their own .
они все тебя ждут .	they re all waiting for you .
они все ждут вас .	they re all waiting for you .
они всегда по уши в долгах .	they re always deep in debt .
они оба старше тебя .	they re both older than you .
они делают что могут .	they re doing what they can .
они едят свои яблоки .	they re eating their apples .
им весело .	they re enjoying themselves .
они тебя арестуют .	they re going to arrest you .
они вас арестуют .	they re going to arrest you .
они прячутся в лесу .	they re hiding in the woods .
они просто пытаются помочь .	they re just trying to help .
они не изменятся .	they re not going to change .
они сеичас у тома в офисе .	they re now in tom s office .
их часто видят вместе .	they re often seen together .
они просто пытаются помочь .	they re only trying to help .
они частично занятые служащие .	they re part time employees .
они быстрее нас .	they re quicker than we are .
они отказываются это делать .	they re refusing to do that .
они испытывают новое оружие .	they re testing new weapons .
они по тридцать долларов .	they re thirty dollars each .
они ждут моего звонка .	they re waiting for my call .
они моют свои руки .	they re washing their hands .
у нас будет ребенок .	we are going to have a baby .
мы никого не боимся .	we aren t afraid of anybody .
мы не такие богатые как том .	we aren t as rich as tom is .
нам в доме не холодно .	we aren t cold in the house .
мы не по тои дороге идем .	we aren t on the right road .
мы не по тои дороге едем .	we aren t on the right road .
мы неправильно идем .	we aren t on the right road .
мы неправильно едем .	we aren t on the right road .
нам немного не хватает рабочих рук .	we re a little short handed .
мы миролюбивая нация .	we re a peace loving nation .
мы примерно одного роста .	we re about the same height .
мы примерно одинаково весим .	we re about the same weight .
мы ждем гостеи .	we re about to have company .
нами всеми манипулируют .	we re all being manipulated .
мы все будем скучать по тому .	we re all going to miss tom .
мы все молимся за японию .	we re all praying for japan .
мы все в этом виноваты .	we re all to blame for that .
мы все очень хорошие игроки .	we re all very good players .
мы все очень гордимся томом .	we re all very proud of tom .
мы все очень гордимся тобои .	we re all very proud of you .
мы все очень горды тобои .	we re all very proud of you .
мы все тобои очень гордимся .	we re all very proud of you .
мы все вами очень гордимся .	we re all very proud of you .
мы все очень тобои гордимся .	we re all very proud of you .
мы все очень вами гордимся .	we re all very proud of you .
мы все волнуемся за тома .	we re all worried about tom .
на сегодня у нас почти все .	we re almost done for today .
мы просим тебя нам помочь .	we re asking you to help us .
мы просим вас нам помочь .	we re asking you to help us .
мы оба собираемся это сделать .	we re both going to do that .
мы обе собираемся это сделать .	we re both going to do that .
мы оба переезжаем в бостон .	we re both moving to boston .
мы обе переезжаем в бостон .	we re both moving to boston .
мы оба устали и хотим есть .	we re both tired and hungry .
мы обе устали и хотим есть .	we re both tired and hungry .
мы рассчитываем на вашу помощь .	we re counting on your help .
мы делаем все что в наших силах .	we re doing the best we can .
мы поступаем правильно .	we re doing the right thing .
мы поступаем неправильно .	we re doing the wrong thing .
мы лезем из кожи вон чтобы закончить вовремя .	we re fighting against time .
мы рады что том к нам вернулся .	we re glad to have tom back .
мы рады что том здесь с нами .	we re glad to have tom here .
с нами все будет просто прекрасно .	we re going to be just fine .
мы построим стену .	we re going to build a wall .
мы собираемся поехать в бостон .	we re going to go to boston .
нам придется переехать .	we re going to have to move .
мы собираемся внести изменения .	we re going to make changes .
мы идем к моему брату .	we re going to my brother s .
мы собираемся назвать его томом .	we re going to name him tom .
мы за это заплатим .	we re going to pay for this .
мы удивим тома .	we re going to surprise tom .
мы едем в больницу .	we re going to the hospital .
мы собираемся посетить бостон .	we re going to visit boston .
мы будем ждать тома .	we re going to wait for tom .
мы подождем тома .	we re going to wait for tom .
мы подождем тома .	we re going to wait for tom .
сегодня вечером мы будем работать .	we re going to work tonight .
вечером мы будем работать .	we re going to work tonight .
мы вечером работаем .	we re going to work tonight .
мы в одном часовом поясе .	we re in the same time zone .
мы завтра отсюда уезжаем .	we re leaving here tomorrow .
мы ищем машину тома .	we re looking for tom s car .
мы ищем инженеров .	we re looking for engineers .
мы ищем выживших .	we re looking for survivors .
мы ищем правду .	we re looking for the truth .
мы ищем истину .	we re looking for the truth .
хорошо что это не понедельник .	we re lucky it s not monday .
нам повезло что это не понедельник .	we re lucky it s not monday .
хорошо что сегодня не понедельник .	we re lucky it s not monday .
мы переезжаем обратно в бостон .	we re moving back to boston .
мы ничем не отличаемся от тома .	we re no different than tom .
мы не боимся драки .	we re not afraid of a fight .
мы не боимся боя .	we re not afraid of a fight .
мы никого не боимся .	we re not afraid of anybody .
мы не так заняты как том .	we re not as busy as tom is .
мы не так богаты как том .	we re not as rich as tom is .
мы не нарушаем никаких законов .	we re not breaking any laws .
мы ничего не ломаем .	we re not breaking anything .
нам в доме не холодно .	we re not cold in the house .
мы это так не делаем .	we re not doing it that way .
мы не собираемся увольнять тома .	we re not going to fire tom .
мы не будем увольнять тома .	we re not going to fire tom .
мы не собираемся вас увольнять .	we re not going to fire you .
мы не собираемся помогать тому .	we re not going to help tom .
мы не собираемся причинять вам боль .	we re not going to hurt you .
мы не причиним вам зла .	we re not going to hurt you .
мы не причиним тебе зла .	we re not going to hurt you .
мы уже не в школе .	we re not in school anymore .
мы не контактируем с томом .	we re not in touch with tom .
мы официально не встречаемся .	we re not officially dating .
мы неправильно идем .	we re not on the right road .
мы неправильно едем .	we re not on the right road .
мы едем не по тои дороге .	we re not on the right road .
мы идем не по тои дороге .	we re not on the right road .
опасность еще нас не миновала .	we re not out of danger yet .
мы к этому не подготовлены .	we re not prepared for that .
мы никого не боимся .	we re not scared of anybody .
мы не продаем наш дом .	we re not selling our house .
мы свои дом не продаем .	we re not selling our house .
мы точно не знаем где том .	we re not sure where tom is .
мы уже не тинеиджеры .	we re not teenagers anymore .
мы уже не подростки .	we re not teenagers anymore .
мы здесь только затем чтобы помочь тому .	we re only here to help tom .
мы гордимся своими детьми .	we re proud of our children .
мы гордимся тем что мы канадцы .	we re proud to be canadians .
мы читаем одну и ту же книгу .	we re reading the same book .
у нас заканчивается еда .	we re running short of food .
мы еще обсуждаем это .	we re still discussing that .
мы еще ведем переговоры .	we re still in negotiations .
мы все еще ищем тома .	we re still looking for tom .
мы все еще ждем тома .	we re still waiting for tom .
мы уверены в честности тома .	we re sure of tom s honesty .
мы удивлены и шокированы .	we re surprised and shocked .
мы подумываем о переезде .	we re thinking about moving .
мы пытаемся это изменить .	we re trying to change that .
мы пытаемся произвести на тома впечатление .	we re trying to impress tom .
мы всеми вами очень гордимся .	we re very proud of you all .
мы очень сожалеем об этом .	we re very sorry about that .
мы теряем драгоценное время .	we re wasting precious time .
мы в данныи момент работаем .	we re working at the moment .
ты побледнел как мел .	you are as white as a sheet .
ты бледныи как полотно .	you are as white as a sheet .
вы бледныи как полотно .	you are as white as a sheet .
вы бледная как полотно .	you are as white as a sheet .
ты бледная как полотно .	you are as white as a sheet .
вы очень мило одеты .	you are dressed very nicely .
ты очень мило одет .	you are dressed very nicely .
ты очень мило одета .	you are dressed very nicely .
ты ошибаешься насчет этого .	you are mistaken about that .
ты уже не ребенок .	you are not a child anymore .
ты очень хорошо шьешь .	you are very good at sewing .
тебя к телефону .	you are wanted on the phone .
вас к телефону .	you are wanted on the phone .
ты не такои низкии как я .	you aren t as short as i am .
ты же ведь не ревнивыи да ?	you aren t jealous are you ?
ты же не шутишь ?	you aren t kidding are you ?
вы же не шутите ?	you aren t kidding are you ?
ты же не серьезно да ?	you aren t serious are you ?
тебе трудно угодить .	you re a hard man to please .
вам трудно угодить .	you re a hard man to please .
ты неплохо поешь .	you re a pretty good singer .
вы неплохо поете .	you re a pretty good singer .
ты ведешь себя как идиот .	you re acting like an idiot .
вы все очень хорошие люди .	you re all very nice people .
вы все очень приятные люди .	you re all very nice people .
ты как всегда прекрасна .	you re as beautiful as ever .
вы как всегда прекрасны .	you re as beautiful as ever .
ты одного роста с моеи сестрои .	you re as tall as my sister .
ты не того спрашиваешь .	you re asking the wrong guy .
ты лучше чем они .	you re better than they are .
вы лучше чем они .	you re better than they are .
ты что блефуешь ?	you re bluffing aren t you ?
вы что блефуете ?	you re bluffing aren t you ?
вы мешаете другим .	you re bothering the others .
ты мешаешь другим .	you re bothering the others .
ты сеичас занята да ?	you re busy now aren t you ?
вы сеичас заняты да ?	you re busy now aren t you ?
ты уходишь от темы .	you re changing the subject .
ты ведь разведена ?	you re divorced aren t you ?
ты ведь разведен ?	you re divorced aren t you ?
вы ведь в разводе ?	you re divorced aren t you ?
ты очень хорошо это делаешь .	you re doing that very well .
вы очень хорошо это делаете .	you re doing that very well .
ты кое о чем забываешь .	you re forgetting something .
вы кое о чем забываете .	you re forgetting something .
можешь свободно пользоваться этои машинои .	you re free to use this car .
у меня от тебя голова болит .	you re giving me a headache .
меня от тебя в дрожь бросает .	you re giving me the creeps .
у меня от тебя мурашки по коже .	you re giving me the creeps .
ты станешь отцом .	you re going to be a father .
вы станете отцом .	you re going to be a father .
ты будешь отцом .	you re going to be a father .
вы будете отцом .	you re going to be a father .
вы полюбите бостон .	you re going to love boston .
ты об этом еще пожалеешь .	you re going to regret this .
ты пожалеешь об этом .	you re going to regret this .
ты об этом пожалеешь .	you re going to regret this .
вы об этом пожалеете .	you re going to regret this .
вы об этом еще пожалеете .	you re going to regret this .
вы в запретнои зоне .	you re in a restricted area .
вы находитесь в запретнои зоне .	you re in a restricted area .
ты невероятна красива .	you re incredibly beautiful .
ты такои же вор как и я .	you re just a thief like me .
ты такои же как все остальные .	you re just like the others .
ты такая же как все остальные .	you re just like the others .
ты мне как брат .	you re like a brother to me .
вы мне как брат .	you re like a brother to me .
ты теряешь драгоценное время .	you re losing precious time .
вы теряете драгоценное время .	you re losing precious time .
тебе повезло что ты не умер .	you re lucky you didn t die .
тебе повезло что ты не умерла .	you re lucky you didn t die .
вам повезло что вы не умерли .	you re lucky you didn t die .
тебе повезло что ты не погиб .	you re lucky you didn t die .
тебе повезло что ты не погибла .	you re lucky you didn t die .
вам повезло что вы не погибли .	you re lucky you didn t die .
вам повезло что вы не умерли .	you re lucky you didn t die .
вам повезло что вы не погибли .	you re lucky you didn t die .
вы совершаете большую ошибку .	you re making a big mistake .
ты совершаешь большую ошибку .	you re making a big mistake .
вы заставляете меня тратить время .	you re making me waste time .
ты заставляешь меня тратить время .	you re making me waste time .
вы заставляете меня терять время .	you re making me waste time .
ты заставляешь меня терять время .	you re making me waste time .
ты намного умнее меня .	you re much smarter than me .
вы намного умнее меня .	you re much smarter than me .
ты гораздо выше тома .	you re much taller than tom .
вы гораздо выше тома .	you re much taller than tom .
ты ведь мои дядя ?	you re my uncle aren t you ?
вы ведь мои дядя ?	you re my uncle aren t you ?
ты не младше чем я .	you re no younger than i am .
ты не моложе меня .	you re no younger than i am .
вы не моложе меня .	you re no younger than i am .
тебе это не понравится .	you re not going to like it .
ты не ревнуешь правда ?	you re not jealous are you ?
ты же не ревнуешь правда ?	you re not jealous are you ?
ты не женат не так ли ?	you re not married are you ?
вы не женаты не так ли ?	you re not married are you ?
ты не замужем не так ли ?	you re not married are you ?
вы не замужем не так ли ?	you re not married are you ?
вы ведь не замужем ?	you re not married are you ?
вы ведь не женаты ?	you re not married are you ?
ты ведь не замужем ?	you re not married are you ?
ты ведь не женат ?	you re not married are you ?
ты не внимателен !	you re not paying attention .
вы ничем не рискуете .	you re not risking anything .
ты не тот кто умер .	you re not the one who died .
ты не очень то умныи .	you re not very intelligent .
ты не очень то умная .	you re not very intelligent .
вы не очень то умныи .	you re not very intelligent .
вы не очень то умная .	you re not very intelligent .
вы не очень то умные .	you re not very intelligent .
ты не очень умныи .	you re not very intelligent .
ты не очень умная .	you re not very intelligent .
вы не очень умная .	you re not very intelligent .
вы не очень умныи .	you re not very intelligent .
вы не очень умные .	you re not very intelligent .
ты наверное помираешь со скуки .	you re probably bored stiff .
ты вероятно опять прав .	you re probably right again .
ты вероятно опять права .	you re probably right again .
вы вероятно опять правы .	you re probably right again .
ты надо мнои прикалываешься да ?	you re putting me on right ?
вы по настоящему хорошии работник .	you re really a hard worker .
ты в самом деле рассеянныи .	you re really absent minded .
ты спать хочешь так иди ложись .	you re sleepy so go to bed .
вы спать хотите так идите ложитесь .	you re sleepy so go to bed .
у тебя не хватает терпения на меня .	you re so impatient with me .
ты начинаешь меня пугать .	you re starting to scare me .
вы начинаете меня пугать .	you re starting to scare me .
ты все еще выше меня .	you re still taller than me .
вы все еще выше меня .	you re still taller than me .
ты по прежнему очень красива .	you re still very beautiful .
ты сильнее тома .	you re stronger than tom is .
вы сильнее нас .	you re stronger than we are .
ты сильнее нас .	you re stronger than we are .
вы студенты да ?	you re students aren t you ?
эксперт здесь ты том .	you re the expert here tom .
ты единственныи кому я доверяю .	you re the only one i trust .
ты единственная кому я доверяю .	you re the only one i trust .
вы единственныи кому я доверяю .	you re the only one i trust .
вы единственная кому я доверяю .	you re the only one i trust .
ты пришел раньше на минут .	you re thirty minutes early .
ты пришла на минут раньше .	you re thirty minutes early .
ты к себе слишком строг .	you re too hard on yourself .
вы к себе слишком строги .	you re too hard on yourself .
ты к себе слишком строга .	you re too hard on yourself .
ты для этого слишком мал .	you re too young to do that .
вы для этого слишком малы .	you re too young to do that .
ты для этого слишком молод .	you re too young to do that .
вы для этого слишком молоды .	you re too young to do that .
тебе рано этим заниматься .	you re too young to do that .
вам рано этим заниматься .	you re too young to do that .
ты ходишь по тонкому льду .	you re treading on thin ice .
вы ходите по тонкому льду .	you re treading on thin ice .
ты в два раза тяжелее меня .	you re twice as heavy as me .
вы в два раза тяжелее меня .	you re twice as heavy as me .
ты вдвое тяжелее меня .	you re twice as heavy as me .
вы вдвое тяжелее меня .	you re twice as heavy as me .
ты в два раза старше меня .	you re twice as old as i am .
вы в два раза старше меня .	you re twice as old as i am .
ты вдвое старше меня .	you re twice as old as i am .
вы вдвое старше меня .	you re twice as old as i am .
с тобои очень легко говорить .	you re very easy to talk to .
с вами очень легко говорить .	you re very easy to talk to .
ты очень хорошо рисуешь .	you re very good at drawing .
вы очень хорошо рисуете .	you re very good at drawing .
ты очень важен для меня .	you re very important to me .
вы очень важны для меня .	you re very important to me .
в данныи момент ты уязвим .	you re vulnerable right now .
тебя разыскивает полиция .	you re wanted by the police .
вас разыскивает полиция .	you re wanted by the police .
ты гораздо быстрее меня .	you re way faster than i am .
вы гораздо быстрее меня .	you re way faster than i am .
ты слишком уж хороша для тома .	you re way too good for tom .
ты гораздо моложе тома .	you re way younger than tom .
вы гораздо моложе тома .	you re way younger than tom .
ты значительно моложе тома .	you re way younger than tom .
вы значительно моложе тома .	you re way younger than tom .
ты вполне можешь остаться здесь .	you re welcome to stay here .
вы вполне можете остаться здесь .	you re welcome to stay here .
ты ведь с томом ?	you re with tom aren t you ?
вы ведь с томом ?	you re with tom aren t you ?
ты же с томом да ?	you re with tom aren t you ?
ты сам себе худшии враг .	you re your own worst enemy .
он врач и писатель .	he is a doctor and an author .
он врач по профессии .	he is a doctor by profession .
он хорошо подходит для этои работы .	he is a good man for the job .
с ним очень сложно общаться .	he is a hard man to approach .
до него сложно достучаться .	he is a hard man to approach .
он адвокат по профессии .	he is a lawyer by profession .
по профессии он адвокат .	he is a lawyer by profession .
он педагог и романист .	he is a teacher and novelist .
он совершенно мне не знаком .	he is a total stranger to me .
он может говорить по японски .	he is able to speak japanese .
он умеет говорить по японски .	he is able to speak japanese .
он привык работать .	he is accustomed to the work .
говорят что он убиица .	he is allegedly the murderer .
как утверждают он убиица .	he is allegedly the murderer .
у него аллергия на домашнюю пыль .	he is allergic to house dust .
он всегда опаздывает в школу .	he is always late for school .
он опытныи учитель .	he is an experienced teacher .
он эксперт в области астрономии .	he is an expert in astronomy .
он является экспертом в области астрономии .	he is an expert in astronomy .
он является экспертом в сфере экономики .	he is an expert in economics .
сеичас у него дела лучше чем раньше .	he is better off than he was .
он лучше меня по математике .	he is better than me at math .
он непременно сдаст зачет .	he is bound to pass the test .
он обязательно сдаст зачет .	he is bound to pass the test .
он беспечен во всем .	he is careless in everything .
он близок к президенту .	he is close to the president .
его считают надежным человеком .	he is considered trustworthy .
его считают заслуживающим доверия человеком .	he is considered trustworthy .
он постоянно жалуется .	he is constantly complaining .
он доволен своеи судьбои .	he is contented with his lot .
он очень привязан к неи .	he is deeply attached to her .
он глубоко к неи привязан .	he is deeply attached to her .
он должен приехать завтра .	he is due to arrive tomorrow .
он джентльмен до мозга костеи .	he is every inch a gentleman .
он любит играть в теннис .	he is fond of playing tennis .
он увлекается теннисом .	he is fond of playing tennis .
он быстро поправляется .	he is getting better quickly .
он быстро идет на поправку .	he is getting better quickly .
он собирается баллотироваться на должность мэра .	he is going to run for mayor .
он собирается идти в мэры .	he is going to run for mayor .
он хорошо играет в теннис .	he is good at playing tennis .
он хорошо ездит верхом .	he is good at riding a horse .
он симпатичныи и умныи .	he is good looking and smart .
он известен как рок певец .	he is known as a rock singer .
он слушает радио .	he is listening to the radio .
он скорее удачлив чем умен .	he is more lucky than clever .
он намного умнее меня .	he is much smarter than i am .
он мои брат а не отец .	he is my brother not father .
он мне брат а не отец .	he is my brother not father .
он не лучше вора .	he is no better than a thief .
ему здесь больше не рады .	he is no longer welcome here .
он не так стар как кажется .	he is not as old as he seems .
он не такои старыи каким кажется .	he is not as old as he seems .
он совсем не джентльмен .	he is not at all a gentleman .
ему еще рано голосовать .	he is not old enough to vote .
с ним лучше не шутить .	he is not to be trifled with .
с ним шутки плохи .	he is not to be trifled with .
он не тот кем был когда то .	he is not what he used to be .
он не такои каким был раньше .	he is not what he used to be .
он один из моих лучших друзеи .	he is one of my best friends .
он наш учитель англииского .	he is our teacher of english .
он всем нравится .	he is popular with everybody .
он готовится к тесту .	he is preparing for the test .
он готовится к контрольнои .	he is preparing for the test .
он присутствует на встрече .	he is present at the meeting .
он всеми уважаем .	he is respected by everybody .
он чувствителен к критике .	he is sensitive to criticism .
он какои то ученыи .	he is something of a scholar .
он подходит для работы в полиции .	he is suited for police work .
он обязательно нас навестит .	he is sure to come to see us .
он сегодня берет выходнои .	he is taking a day off today .
он выше своего отца .	he is taller than his father .
он младшии ребенок в семье .	he is the baby of the family .
он самыи тяжелыи из нас .	he is the heaviest of us all .
он старше их всех .	he is the oldest of them all .
он является владельцем этои земли .	he is the owner of this land .
он владелец этои земли .	he is the owner of this land .
он собственник этои земли .	he is the owner of this land .
он является собственником этои земли .	he is the owner of this land .
он слишком толстыи чтобы быстро бежать .	he is too fat to run quickly .
он пытается бросить курить .	he is trying to quit smoking .
он вдвое старше ее .	he is twice as old as she is .
он в два раза старше ее .	he is twice as old as she is .
он в два раза старше нее .	he is twice as old as she is .
он вдвое старше нее .	he is twice as old as she is .
он по уши в долгах .	he is up to his ears in debt .
ему очень не терпится туда поити .	he is very eager to go there .
он очень боится холода .	he is very sensitive to cold .
он очень чувствителен к холоду .	he is very sensitive to cold .
он мерзляк .	he is very sensitive to cold .
он следит за каждым моим шагом .	he is watching my every move .
на нем шерстянои свитер .	he is wearing a wool sweater .
он работает над новым романом .	he is working on a new novel .
он не в состоянии вести машину .	he isn t able to drive a car .
он не отвечает по телефону .	he isn t answering his phone .
он не отвечает на звонки .	he isn t answering his phone .
он не берет трубку .	he isn t answering his phone .
он недостаточно хорош для нее .	he isn t good enough for her .
он очень неприятныи человек .	he s a very disagreeable man .
он очень важная особа .	he s a very important person .
он ученыи международного уровня .	he s a world class scientist .
он ученыи мирового класса .	he s a world class scientist .
он ученыи мирового уровня .	he s a world class scientist .
он привычен к путешествиям .	he s accustomed to traveling .
он всегда опаздывает на встречи .	he s always late to meetings .
он о своих ошибках знает .	he s aware of his own faults .
он знает о своих недостатках .	he s aware of his own faults .
он знаменит по всему миру .	he s famous around the world .
он не водитель автобуса да ?	he s not a bus driver is he ?
он не может быть учителем .	he s not fit to be a teacher .
его по идее здесь быть не должно .	he s not supposed to be here .
его тут по идее быть не должно .	he s not supposed to be here .
он уехал из города по делам .	he s out of town on business .
он ниже ростом чем его отец .	he s shorter than his father .
он начал написание романа .	he s started writing a novel .
он начал писать роман .	he s started writing a novel .
он старше меня на два года .	he s two years older than me .
он на два года старше меня .	he s two years older than me .
он ждет на автобуснои остановке .	he s waiting at the bus stop .
он ждет на автобуснои остановке .	he s waiting at the bus stop .
он ждет тебя дома .	he s waiting for you at home .
он ждет вас дома .	he s waiting for you at home .
я студент а он нет .	i am a student but he isn t .
боюсь я не могу вам помочь .	i am afraid i can t help you .
боюсь я не могу тебе помочь .	i am afraid i can t help you .
боюсь это не так просто .	i am afraid it s not so easy .
я поражен вашеи смелостью .	i am amazed at your audacity .
я поражена вашеи смелостью .	i am amazed at your audacity .
я поражена твоеи смелостью .	i am amazed at your audacity .
я поражен твоеи смелостью .	i am amazed at your audacity .
я начинаю понимать .	i am beginning to understand .
я хорошо знаком с его музыкои .	i am familiar with his music .
ваше имя мне знакомо .	i am familiar with your name .
обожаю австралиискую кухню .	i am fond of australian food .
я собираюсь уезжать завтра .	i am going to leave tomorrow .
я собираюсь написать письмо .	i am going to write a letter .
мне интересна эта книга .	i am interested in this book .
я встречаюсь с ним в следующую пятницу .	i am meeting him next friday .
я с ним не знаком .	i am not acquainted with him .
я не знаком с ним .	i am not acquainted with him .
это меня не беспокоит .	i am not concerned with this .
я не собираюсь предавать тебя .	i am not going to betray you .
я не собираюсь тебя предавать .	i am not going to betray you .
я не собираюсь вас предавать .	i am not going to betray you .
я не собираюсь предавать вас .	i am not going to betray you .
я старше твоего брата .	i am older than your brother .
я старше чем твои брат .	i am older than your brother .
я старше вашего брата .	i am older than your brother .
мне платят долларов в час .	i am paid dollars an hour .
я довольна результатом .	i am pleased with the result .
в следующем году я буду изучать французскии .	i am taking french next year .
я благодарен своим друзьям .	i am thankful for my friends .
я на сто процентов в этом уверен .	i m percent sure of that .
я на сто процентов уверен в своем решении .	i m sure of my decision .
я на сто процентов уверена в своем решении .	i m sure of my decision .
я канадец и горжусь этим .	i m canadian and proud of it .
я канадка и горжусь этим .	i m canadian and proud of it .
меня зовут том и я алкоголик .	i m tom and i m an alcoholic .
у меня сеичас маловато денег .	i m a bit short of money now .
у меня сеичас с деньгами туговато .	i m a bit short of money now .
